"Step","Edited GRU languages 1024 - batch_loss","Edited GRU languages 1024 - batch_loss__MIN","Edited GRU languages 1024 - batch_loss__MAX","Original GRU languages 1024 - batch_loss","Original GRU languages 1024 - batch_loss__MIN","Original GRU languages 1024 - batch_loss__MAX","Edited GRU languages 512 - batch_loss","Edited GRU languages 512 - batch_loss__MIN","Edited GRU languages 512 - batch_loss__MAX","Original GRU languages 512 - batch_loss","Original GRU languages 512 - batch_loss__MIN","Original GRU languages 512 - batch_loss__MAX","Edited GRU languages 256 - batch_loss","Edited GRU languages 256 - batch_loss__MIN","Edited GRU languages 256 - batch_loss__MAX","Original GRU languages 256 - batch_loss","Original GRU languages 256 - batch_loss__MIN","Original GRU languages 256 - batch_loss__MAX"
"1823","4.208636850118637","4.208636850118637","4.208636850118637","2.216356575489044","2.216356575489044","2.216356575489044","0.2655245503410697","0.2655245503410697","0.2655245503410697","0.8516079001128674","0.8516079001128674","0.8516079001128674","0.8735364936292171","0.8735364936292171","0.8735364936292171","2.333983637392521","2.333983637392521","2.333983637392521"
"1847","4.0496416091918945","4.0496416091918945","4.0496416091918945","2.183430425822735","2.183430425822735","2.183430425822735","0.25974925700575113","0.25974925700575113","0.25974925700575113","0.8392485417425632","0.8392485417425632","0.8392485417425632","0.891359206289053","0.891359206289053","0.891359206289053","2.4619468934834003","2.4619468934834003","2.4619468934834003"
"1871","3.952230751514435","3.952230751514435","3.952230751514435","2.096677452325821","2.096677452325821","2.096677452325821","0.25087561644613743","0.25087561644613743","0.25087561644613743","0.8138545099645853","0.8138545099645853","0.8138545099645853","0.815437501296401","0.815437501296401","0.815437501296401","2.287756286561489","2.287756286561489","2.287756286561489"
"1895","3.962510198354721","3.962510198354721","3.962510198354721","2.089261904358864","2.089261904358864","2.089261904358864","0.24728944897651672","0.24728944897651672","0.24728944897651672","0.7308720629662275","0.7308720629662275","0.7308720629662275","0.791737062856555","0.791737062856555","0.791737062856555","2.2663553059101105","2.2663553059101105","2.2663553059101105"
"1919","3.8011633157730103","3.8011633157730103","3.8011633157730103","1.964062288403511","1.964062288403511","1.964062288403511","0.2542804041877389","0.2542804041877389","0.2542804041877389","0.6884608529508114","0.6884608529508114","0.6884608529508114","0.7846058588474989","0.7846058588474989","0.7846058588474989","2.215839609503746","2.215839609503746","2.215839609503746"
"1943","3.767452120780945","3.767452120780945","3.767452120780945","1.9504957869648933","1.9504957869648933","1.9504957869648933","0.23079562932252884","0.23079562932252884","0.23079562932252884","0.6886729504913092","0.6886729504913092","0.6886729504913092","0.8120935894548893","0.8120935894548893","0.8120935894548893","2.1575176268815994","2.1575176268815994","2.1575176268815994"
"1967","3.639715999364853","3.639715999364853","3.639715999364853","1.888513334095478","1.888513334095478","1.888513334095478","0.22261775378137827","0.22261775378137827","0.22261775378137827","0.6062053591012955","0.6062053591012955","0.6062053591012955","0.7576183341443539","0.7576183341443539","0.7576183341443539","2.0807660184800625","2.0807660184800625","2.0807660184800625"
"1991","3.5178791731595993","3.5178791731595993","3.5178791731595993","1.8921191021800041","1.8921191021800041","1.8921191021800041","0.22598587768152356","0.22598587768152356","0.22598587768152356","0.6048010494560003","0.6048010494560003","0.6048010494560003","0.752144817262888","0.752144817262888","0.752144817262888","2.1003068909049034","2.1003068909049034","2.1003068909049034"
"2015","3.4479324370622635","3.4479324370622635","3.4479324370622635","1.8846259489655495","1.8846259489655495","1.8846259489655495","0.21510154474526644","0.21510154474526644","0.21510154474526644","0.5879136119037867","0.5879136119037867","0.5879136119037867","0.7159411981701851","0.7159411981701851","0.7159411981701851","2.095739684998989","2.095739684998989","2.095739684998989"
"2039","3.3499031960964203","3.3499031960964203","3.3499031960964203","1.7674495875835419","1.7674495875835419","1.7674495875835419","0.20722450781613588","0.20722450781613588","0.20722450781613588","0.5445800870656967","0.5445800870656967","0.5445800870656967","0.6685256101191044","0.6685256101191044","0.6685256101191044","2.031194783747196","2.031194783747196","2.031194783747196"
"2063","3.298955515027046","3.298955515027046","3.298955515027046","1.713609628379345","1.713609628379345","1.713609628379345","0.20110419252887368","0.20110419252887368","0.20110419252887368","0.508148493245244","0.508148493245244","0.508148493245244","0.6237053871154785","0.6237053871154785","0.6237053871154785","1.8522900305688381","1.8522900305688381","1.8522900305688381"
"2087","3.1597731560468674","3.1597731560468674","3.1597731560468674","1.6475145891308784","1.6475145891308784","1.6475145891308784","0.20368586853146553","0.20368586853146553","0.20368586853146553","0.4909073989838362","0.4909073989838362","0.4909073989838362","0.6191330626606941","0.6191330626606941","0.6191330626606941","1.9332103841006756","1.9332103841006756","1.9332103841006756"
"2111","3.086017854511738","3.086017854511738","3.086017854511738","1.6206410229206085","1.6206410229206085","1.6206410229206085","0.19343474227935076","0.19343474227935076","0.19343474227935076","0.4769647028297186","0.4769647028297186","0.4769647028297186","0.6077585816383362","0.6077585816383362","0.6077585816383362","1.8588907942175865","1.8588907942175865","1.8588907942175865"
"2135","3.0798581019043922","3.0798581019043922","3.0798581019043922","1.5291126668453217","1.5291126668453217","1.5291126668453217","0.1870693126693368","0.1870693126693368","0.1870693126693368","0.46796099562197924","0.46796099562197924","0.46796099562197924","0.6173331420868635","0.6173331420868635","0.6173331420868635","1.8114519082009792","1.8114519082009792","1.8114519082009792"
"2159","2.9609343335032463","2.9609343335032463","2.9609343335032463","1.5389616005122662","1.5389616005122662","1.5389616005122662","0.18099727435037494","0.18099727435037494","0.18099727435037494","0.4387851879000664","0.4387851879000664","0.4387851879000664","0.5839181523770094","0.5839181523770094","0.5839181523770094","1.9489420428872108","1.9489420428872108","1.9489420428872108"
"2183","2.932153359055519","2.932153359055519","2.932153359055519","1.463665183633566","1.463665183633566","1.463665183633566","0.18894520169124007","0.18894520169124007","0.18894520169124007","0.43590363021939993","0.43590363021939993","0.43590363021939993","0.5439243754372001","0.5439243754372001","0.5439243754372001","1.7468358911573887","1.7468358911573887","1.7468358911573887"
"2207","2.7721557915210724","2.7721557915210724","2.7721557915210724","1.4143776446580887","1.4143776446580887","1.4143776446580887","0.17804835038259625","0.17804835038259625","0.17804835038259625","0.4218573272228241","0.4218573272228241","0.4218573272228241","0.5414520129561424","0.5414520129561424","0.5414520129561424","1.857489362359047","1.857489362359047","1.857489362359047"
"2231","2.649272173643112","2.649272173643112","2.649272173643112","1.358667477965355","1.358667477965355","1.358667477965355","0.1814587153494358","0.1814587153494358","0.1814587153494358","0.40190431009978056","0.40190431009978056","0.40190431009978056","0.5170735064893961","0.5170735064893961","0.5170735064893961","1.6901192851364613","1.6901192851364613","1.6901192851364613"
"2255","2.612757593393326","2.612757593393326","2.612757593393326","1.2783517837524414","1.2783517837524414","1.2783517837524414","0.1714516174979508","0.1714516174979508","0.1714516174979508","0.3876013681292534","0.3876013681292534","0.3876013681292534","0.48410035856068134","0.48410035856068134","0.48410035856068134","1.7241962179541588","1.7241962179541588","1.7241962179541588"
"2279","2.519200548529625","2.519200548529625","2.519200548529625","1.2769593708217144","1.2769593708217144","1.2769593708217144","0.17381478566676378","0.17381478566676378","0.17381478566676378","0.36966982297599316","0.36966982297599316","0.36966982297599316","0.49436283577233553","0.49436283577233553","0.49436283577233553","1.718309298157692","1.718309298157692","1.718309298157692"
"2303","2.3184239640831947","2.3184239640831947","2.3184239640831947","1.1978410705924034","1.1978410705924034","1.1978410705924034","0.1778918318450451","0.1778918318450451","0.1778918318450451","0.3386584594845772","0.3386584594845772","0.3386584594845772","0.4802143732085824","0.4802143732085824","0.4802143732085824","1.6452313251793385","1.6452313251793385","1.6452313251793385"
"2327","2.3173557221889496","2.3173557221889496","2.3173557221889496","1.16891373321414","1.16891373321414","1.16891373321414","0.17450789315626025","0.17450789315626025","0.17450789315626025","0.3274950375780463","0.3274950375780463","0.3274950375780463","0.47119527123868465","0.47119527123868465","0.47119527123868465","1.595234725624323","1.595234725624323","1.595234725624323"
"2351","2.258497752249241","2.258497752249241","2.258497752249241","1.1705875210464","1.1705875210464","1.1705875210464","0.16026718588545918","0.16026718588545918","0.16026718588545918","0.3260575635358691","0.3260575635358691","0.3260575635358691","0.4459656774997711","0.4459656774997711","0.4459656774997711","1.6554284989833832","1.6554284989833832","1.6554284989833832"
"2375","2.2380200624465942","2.2380200624465942","2.2380200624465942","1.1219250820577145","1.1219250820577145","1.1219250820577145","0.16944375913590193","0.16944375913590193","0.16944375913590193","0.3050212459638715","0.3050212459638715","0.3050212459638715","0.4428221099078655","0.4428221099078655","0.4428221099078655","1.6098635457456112","1.6098635457456112","1.6098635457456112"
"2399","2.2117162719368935","2.2117162719368935","2.2117162719368935","1.038061447441578","1.038061447441578","1.038061447441578","0.15907648717984557","0.15907648717984557","0.15907648717984557","0.29386226180940866","0.29386226180940866","0.29386226180940866","0.41900855489075184","0.41900855489075184","0.41900855489075184","1.5752952955663204","1.5752952955663204","1.5752952955663204"
"2423","2.081061214208603","2.081061214208603","2.081061214208603","1.002025444060564","1.002025444060564","1.002025444060564","0.16064250748604536","0.16064250748604536","0.16064250748604536","0.2920128619298339","0.2920128619298339","0.2920128619298339","0.4112367946654558","0.4112367946654558","0.4112367946654558","1.4733901135623455","1.4733901135623455","1.4733901135623455"
"2447","1.9698156863451004","1.9698156863451004","1.9698156863451004","0.956342052668333","0.956342052668333","0.956342052668333","0.15895115491002798","0.15895115491002798","0.15895115491002798","0.2698984919115901","0.2698984919115901","0.2698984919115901","0.3990588365122676","0.3990588365122676","0.3990588365122676","1.561154868453741","1.561154868453741","1.561154868453741"
"2471","1.95831198990345","1.95831198990345","1.95831198990345","0.9365056306123734","0.9365056306123734","0.9365056306123734","0.1588591909967363","0.1588591909967363","0.1588591909967363","0.2595298867672682","0.2595298867672682","0.2595298867672682","0.4078319789841771","0.4078319789841771","0.4078319789841771","1.525735531002283","1.525735531002283","1.525735531002283"
"2495","1.9050701037049294","1.9050701037049294","1.9050701037049294","0.9243826940655708","0.9243826940655708","0.9243826940655708","0.1549871163442731","0.1549871163442731","0.1549871163442731","0.26483467128127813","0.26483467128127813","0.26483467128127813","0.3786312686279416","0.3786312686279416","0.3786312686279416","1.464363906532526","1.464363906532526","1.464363906532526"
"2519","1.7605447135865688","1.7605447135865688","1.7605447135865688","0.889433179050684","0.889433179050684","0.889433179050684","0.1532674846239388","0.1532674846239388","0.1532674846239388","0.24631922785192728","0.24631922785192728","0.24631922785192728","0.3930637687444687","0.3930637687444687","0.3930637687444687","1.4774596355855465","1.4774596355855465","1.4774596355855465"
"2543","1.8773300647735596","1.8773300647735596","1.8773300647735596","0.8192768767476082","0.8192768767476082","0.8192768767476082","0.15421457355841994","0.15421457355841994","0.15421457355841994","0.2438574442639947","0.2438574442639947","0.2438574442639947","0.3675358947366476","0.3675358947366476","0.3675358947366476","1.436707053333521","1.436707053333521","1.436707053333521"
"2567","1.7682129256427288","1.7682129256427288","1.7682129256427288","0.8127146176993847","0.8127146176993847","0.8127146176993847","0.15511908382177353","0.15511908382177353","0.15511908382177353","0.23588011041283607","0.23588011041283607","0.23588011041283607","0.3514540260657668","0.3514540260657668","0.3514540260657668","1.4122634753584862","1.4122634753584862","1.4122634753584862"
"2591","1.6640390865504742","1.6640390865504742","1.6640390865504742","0.7955853920429945","0.7955853920429945","0.7955853920429945","0.15692869341000915","0.15692869341000915","0.15692869341000915","0.23676787642762065","0.23676787642762065","0.23676787642762065","0.34032186679542065","0.34032186679542065","0.34032186679542065","1.3622149489820004","1.3622149489820004","1.3622149489820004"
"2615","1.6183918938040733","1.6183918938040733","1.6183918938040733","0.7399389166384935","0.7399389166384935","0.7399389166384935","0.1496834857389331","0.1496834857389331","0.1496834857389331","0.22884256625548005","0.22884256625548005","0.22884256625548005","0.3244902603328228","0.3244902603328228","0.3244902603328228","1.4077378623187542","1.4077378623187542","1.4077378623187542"
"2639","1.6075283885002136","1.6075283885002136","1.6075283885002136","0.7213607802987099","0.7213607802987099","0.7213607802987099","0.14995153388008475","0.14995153388008475","0.14995153388008475","0.21733931871131063","0.21733931871131063","0.21733931871131063","0.3297633146867156","0.3297633146867156","0.3297633146867156","1.3779431954026222","1.3779431954026222","1.3779431954026222"
"2663","1.6023757718503475","1.6023757718503475","1.6023757718503475","0.6782684102654457","0.6782684102654457","0.6782684102654457","0.1446064943447709","0.1446064943447709","0.1446064943447709","0.22384890215471387","0.22384890215471387","0.22384890215471387","0.32166767679154873","0.32166767679154873","0.32166767679154873","1.279432661831379","1.279432661831379","1.279432661831379"
"2687","1.4672081917524338","1.4672081917524338","1.4672081917524338","0.6649633422493935","0.6649633422493935","0.6649633422493935","0.14200586825609207","0.14200586825609207","0.14200586825609207","0.2304298714734614","0.2304298714734614","0.2304298714734614","0.31879117153584957","0.31879117153584957","0.31879117153584957","1.303177833557129","1.303177833557129","1.303177833557129"
"2711","1.41765096783638","1.41765096783638","1.41765096783638","0.6883711945265532","0.6883711945265532","0.6883711945265532","0.14467973168939352","0.14467973168939352","0.14467973168939352","0.20251370500773191","0.20251370500773191","0.20251370500773191","0.30836680717766285","0.30836680717766285","0.30836680717766285","1.2429469898343086","1.2429469898343086","1.2429469898343086"
"2735","1.4503235816955566","1.4503235816955566","1.4503235816955566","0.6715860571712255","0.6715860571712255","0.6715860571712255","0.13718087458983064","0.13718087458983064","0.13718087458983064","0.1956614889204502","0.1956614889204502","0.1956614889204502","0.3026069290935993","0.3026069290935993","0.3026069290935993","1.29811648465693","1.29811648465693","1.29811648465693"
"2759","1.3686375841498375","1.3686375841498375","1.3686375841498375","0.616188419982791","0.616188419982791","0.616188419982791","0.14116589445620775","0.14116589445620775","0.14116589445620775","0.18531208904460073","0.18531208904460073","0.18531208904460073","0.301626562140882","0.301626562140882","0.301626562140882","1.2984659038484097","1.2984659038484097","1.2984659038484097"
"2783","1.3174854777753353","1.3174854777753353","1.3174854777753353","0.5791726186871529","0.5791726186871529","0.5791726186871529","0.13757122261449695","0.13757122261449695","0.13757122261449695","0.18953551584854722","0.18953551584854722","0.18953551584854722","0.2937618959695101","0.2937618959695101","0.2937618959695101","1.2863973919302225","1.2863973919302225","1.2863973919302225"
"2807","1.210061278194189","1.210061278194189","1.210061278194189","0.5461454503238201","0.5461454503238201","0.5461454503238201","0.13715690979734063","0.13715690979734063","0.13715690979734063","0.18017681362107396","0.18017681362107396","0.18017681362107396","0.290793820284307","0.290793820284307","0.290793820284307","1.1727175489068031","1.1727175489068031","1.1727175489068031"
"2831","1.2432819232344627","1.2432819232344627","1.2432819232344627","0.5155477952212095","0.5155477952212095","0.5155477952212095","0.1361101157963276","0.1361101157963276","0.1361101157963276","0.1915215994231403","0.1915215994231403","0.1915215994231403","0.27676969580352306","0.27676969580352306","0.27676969580352306","1.1424822881817818","1.1424822881817818","1.1424822881817818"
"2855","1.1898413188755512","1.1898413188755512","1.1898413188755512","0.49142000265419483","0.49142000265419483","0.49142000265419483","0.13901021564379334","0.13901021564379334","0.13901021564379334","0.18432984920218587","0.18432984920218587","0.18432984920218587","0.27303288597613573","0.27303288597613573","0.27303288597613573","1.207470253109932","1.207470253109932","1.207470253109932"
"2879","1.1739877611398697","1.1739877611398697","1.1739877611398697","0.4654877260327339","0.4654877260327339","0.4654877260327339","0.13483914965763688","0.13483914965763688","0.13483914965763688","0.1731878686696291","0.1731878686696291","0.1731878686696291","0.2722607394680381","0.2722607394680381","0.2722607394680381","1.2101947776973248","1.2101947776973248","1.2101947776973248"
"2903","1.1767651252448559","1.1767651252448559","1.1767651252448559","0.45569871738553047","0.45569871738553047","0.45569871738553047","0.13590977899730206","0.13590977899730206","0.13590977899730206","0.16560915624722838","0.16560915624722838","0.16560915624722838","0.2630903124809265","0.2630903124809265","0.2630903124809265","1.1732231490314007","1.1732231490314007","1.1732231490314007"
"2927","1.0169324930757284","1.0169324930757284","1.0169324930757284","0.428238095715642","0.428238095715642","0.428238095715642","0.13377959188073874","0.13377959188073874","0.13377959188073874","0.17284215707331896","0.17284215707331896","0.17284215707331896","0.26628890819847584","0.26628890819847584","0.26628890819847584","1.167700182646513","1.167700182646513","1.167700182646513"
"2951","1.1036110259592533","1.1036110259592533","1.1036110259592533","0.42782245203852654","0.42782245203852654","0.42782245203852654","0.12675711791962385","0.12675711791962385","0.12675711791962385","0.1692173397168517","0.1692173397168517","0.1692173397168517","0.24830727046355605","0.24830727046355605","0.24830727046355605","1.1317684091627598","1.1317684091627598","1.1317684091627598"
"2975","1.0504266563802958","1.0504266563802958","1.0504266563802958","0.4057660140097141","0.4057660140097141","0.4057660140097141","0.13190507283434272","0.13190507283434272","0.13190507283434272","0.16182043217122555","0.16182043217122555","0.16182043217122555","0.2521707681007683","0.2521707681007683","0.2521707681007683","1.0291295684874058","1.0291295684874058","1.0291295684874058"
"2999","1.02237181738019","1.02237181738019","1.02237181738019","0.3953499672934413","0.3953499672934413","0.3953499672934413","0.13259007968008518","0.13259007968008518","0.13259007968008518","0.16276073781773448","0.16276073781773448","0.16276073781773448","0.2500493638217449","0.2500493638217449","0.2500493638217449","1.0117855109274387","1.0117855109274387","1.0117855109274387"
"3023","1.0293566528707743","1.0293566528707743","1.0293566528707743","0.3703829701989889","0.3703829701989889","0.3703829701989889","0.12551909871399403","0.12551909871399403","0.12551909871399403","0.16189589211717248","0.16189589211717248","0.16189589211717248","0.2439364129677415","0.2439364129677415","0.2439364129677415","1.144673204049468","1.144673204049468","1.144673204049468"
"3047","1.0049479380249977","1.0049479380249977","1.0049479380249977","0.356611461378634","0.356611461378634","0.356611461378634","0.12660312512889504","0.12660312512889504","0.12660312512889504","0.1591110765002668","0.1591110765002668","0.1591110765002668","0.2326062936335802","0.2326062936335802","0.2326062936335802","1.099456924945116","1.099456924945116","1.099456924945116"
"3071","0.9615057874470949","0.9615057874470949","0.9615057874470949","0.34236160665750504","0.34236160665750504","0.34236160665750504","0.12515305168926716","0.12515305168926716","0.12515305168926716","0.15101223858073354","0.15101223858073354","0.15101223858073354","0.230991474352777","0.230991474352777","0.230991474352777","0.9806257411837578","0.9806257411837578","0.9806257411837578"
"3095","0.879312427714467","0.879312427714467","0.879312427714467","0.3271282194182277","0.3271282194182277","0.3271282194182277","0.12908498430624604","0.12908498430624604","0.12908498430624604","0.14939367631450295","0.14939367631450295","0.14939367631450295","0.2360232062637806","0.2360232062637806","0.2360232062637806","1.038237925618887","1.038237925618887","1.038237925618887"
"3119","0.8528568502515554","0.8528568502515554","0.8528568502515554","0.3263906817883253","0.3263906817883253","0.3263906817883253","0.12837746506556869","0.12837746506556869","0.12837746506556869","0.14876830158755183","0.14876830158755183","0.14876830158755183","0.22058676555752754","0.22058676555752754","0.22058676555752754","0.9761827159672976","0.9761827159672976","0.9761827159672976"
"3143","0.9013034403324127","0.9013034403324127","0.9013034403324127","0.30728944577276707","0.30728944577276707","0.30728944577276707","0.13043524278327823","0.13043524278327823","0.13043524278327823","0.1472597257234156","0.1472597257234156","0.1472597257234156","0.2123523992486298","0.2123523992486298","0.2123523992486298","1.0908137038350105","1.0908137038350105","1.0908137038350105"
"3167","0.8642296548932791","0.8642296548932791","0.8642296548932791","0.30365965608507395","0.30365965608507395","0.30365965608507395","0.12342166155576706","0.12342166155576706","0.12342166155576706","0.1525706658139825","0.1525706658139825","0.1525706658139825","0.22004029899835587","0.22004029899835587","0.22004029899835587","0.9593397937715054","0.9593397937715054","0.9593397937715054"
"3191","0.8464019279927015","0.8464019279927015","0.8464019279927015","0.28822287544608116","0.28822287544608116","0.28822287544608116","0.1254423912614584","0.1254423912614584","0.1254423912614584","0.14036527229472995","0.14036527229472995","0.14036527229472995","0.21461949637159705","0.21461949637159705","0.21461949637159705","1.0171915888786316","1.0171915888786316","1.0171915888786316"
"3215","0.8868358451873064","0.8868358451873064","0.8868358451873064","0.2850035084411502","0.2850035084411502","0.2850035084411502","0.12838817574083805","0.12838817574083805","0.12838817574083805","0.1400985848158598","0.1400985848158598","0.1400985848158598","0.22812032420188189","0.22812032420188189","0.22812032420188189","0.9427357167005539","0.9427357167005539","0.9427357167005539"
"3239","0.8468845877796412","0.8468845877796412","0.8468845877796412","0.2797537846490741","0.2797537846490741","0.2797537846490741","0.12230391195043921","0.12230391195043921","0.12230391195043921","0.13663723226636648","0.13663723226636648","0.13663723226636648","0.21012243395671248","0.21012243395671248","0.21012243395671248","0.9258414264768362","0.9258414264768362","0.9258414264768362"
"3263","0.7969868294894695","0.7969868294894695","0.7969868294894695","0.2657449385151267","0.2657449385151267","0.2657449385151267","0.12285350076854229","0.12285350076854229","0.12285350076854229","0.1396587286144495","0.1396587286144495","0.1396587286144495","0.21714490372687578","0.21714490372687578","0.21714490372687578","0.9600047282874584","0.9600047282874584","0.9600047282874584"
"3287","0.7127276118844748","0.7127276118844748","0.7127276118844748","0.25505322124809027","0.25505322124809027","0.25505322124809027","0.11652622744441032","0.11652622744441032","0.11652622744441032","0.14142181305214763","0.14142181305214763","0.14142181305214763","0.19490298815071583","0.19490298815071583","0.19490298815071583","0.8754416722804308","0.8754416722804308","0.8754416722804308"
"3311","0.7166775669902563","0.7166775669902563","0.7166775669902563","0.24321628361940384","0.24321628361940384","0.24321628361940384","0.11890455801039934","0.11890455801039934","0.11890455801039934","0.1417740983888507","0.1417740983888507","0.1417740983888507","0.20200019096955657","0.20200019096955657","0.20200019096955657","0.8235321696847677","0.8235321696847677","0.8235321696847677"
"3335","0.7265645638108253","0.7265645638108253","0.7265645638108253","0.2396596698090434","0.2396596698090434","0.2396596698090434","0.11822345899417996","0.11822345899417996","0.11822345899417996","0.14225243870168924","0.14225243870168924","0.14225243870168924","0.1967035634443164","0.1967035634443164","0.1967035634443164","0.8015012908726931","0.8015012908726931","0.8015012908726931"
"3359","0.6852936334908009","0.6852936334908009","0.6852936334908009","0.23078737407922745","0.23078737407922745","0.23078737407922745","0.11958286911249161","0.11958286911249161","0.11958286911249161","0.13496131403371692","0.13496131403371692","0.13496131403371692","0.20200348272919655","0.20200348272919655","0.20200348272919655","0.8570339977741241","0.8570339977741241","0.8570339977741241"
"3383","0.6845545787364244","0.6845545787364244","0.6845545787364244","0.22415876016020775","0.22415876016020775","0.22415876016020775","0.12073065293952823","0.12073065293952823","0.12073065293952823","0.13280241377651691","0.13280241377651691","0.13280241377651691","0.19088418688625097","0.19088418688625097","0.19088418688625097","0.8557424899190664","0.8557424899190664","0.8557424899190664"
"3407","0.6890343744307756","0.6890343744307756","0.6890343744307756","0.2274075746536255","0.2274075746536255","0.2274075746536255","0.11434459034353495","0.11434459034353495","0.11434459034353495","0.13558126986026764","0.13558126986026764","0.13558126986026764","0.1949170744046569","0.1949170744046569","0.1949170744046569","0.8166111297905445","0.8166111297905445","0.8166111297905445"
"3431","0.6790971914306283","0.6790971914306283","0.6790971914306283","0.221205098554492","0.221205098554492","0.221205098554492","0.12042112881317735","0.12042112881317735","0.12042112881317735","0.13447693130001426","0.13447693130001426","0.13447693130001426","0.19511079974472523","0.19511079974472523","0.19511079974472523","0.7643794640898705","0.7643794640898705","0.7643794640898705"
"3455","0.6462083961814642","0.6462083961814642","0.6462083961814642","0.2116173366084695","0.2116173366084695","0.2116173366084695","0.12375154998153448","0.12375154998153448","0.12375154998153448","0.13188475091010332","0.13188475091010332","0.13188475091010332","0.19502726942300797","0.19502726942300797","0.19502726942300797","0.7762280162423849","0.7762280162423849","0.7762280162423849"
"3479","0.5755211375653744","0.5755211375653744","0.5755211375653744","0.21024479251354933","0.21024479251354933","0.21024479251354933","0.12007606495171785","0.12007606495171785","0.12007606495171785","0.13163822144269943","0.13163822144269943","0.13163822144269943","0.19227754091843963","0.19227754091843963","0.19227754091843963","0.7777618505060673","0.7777618505060673","0.7777618505060673"
"3503","0.5514729842543602","0.5514729842543602","0.5514729842543602","0.20070019457489252","0.20070019457489252","0.20070019457489252","0.11665885918773711","0.11665885918773711","0.11665885918773711","0.13196710124611855","0.13196710124611855","0.13196710124611855","0.1920856791548431","0.1920856791548431","0.1920856791548431","0.77172233723104","0.77172233723104","0.77172233723104"
"3527","0.6025767717510462","0.6025767717510462","0.6025767717510462","0.19717062916606665","0.19717062916606665","0.19717062916606665","0.11944624362513423","0.11944624362513423","0.11944624362513423","0.13349877344444394","0.13349877344444394","0.13349877344444394","0.1862859921529889","0.1862859921529889","0.1862859921529889","0.8178659565746784","0.8178659565746784","0.8178659565746784"
"3551","0.5579252289608121","0.5579252289608121","0.5579252289608121","0.1987300692126155","0.1987300692126155","0.1987300692126155","0.11643834272399545","0.11643834272399545","0.11643834272399545","0.129224409814924","0.129224409814924","0.129224409814924","0.19084271043539047","0.19084271043539047","0.19084271043539047","0.7415932640433311","0.7415932640433311","0.7415932640433311"
"3575","0.5499963788315654","0.5499963788315654","0.5499963788315654","0.2003584555350244","0.2003584555350244","0.2003584555350244","0.11854574317112565","0.11854574317112565","0.11854574317112565","0.12222630949690938","0.12222630949690938","0.12222630949690938","0.18219480523839593","0.18219480523839593","0.18219480523839593","0.7801176626235247","0.7801176626235247","0.7801176626235247"
"3599","0.5587612790986896","0.5587612790986896","0.5587612790986896","0.18205136572942138","0.18205136572942138","0.18205136572942138","0.11706198053434491","0.11706198053434491","0.11706198053434491","0.13356432830914855","0.13356432830914855","0.13356432830914855","0.17747222306206822","0.17747222306206822","0.17747222306206822","0.7431650124490261","0.7431650124490261","0.7431650124490261"